Country/Region,Lat,Long,Confirmed,Deaths,Recovered,Active,WHO Region
Kuwait,29.31166,47.481766,112,0,5,107,Eastern Mediterranean
Kyrgyzstan,41.20438,74.766098,0,0,0,0,Europe
Latvia,56.8796,24.6032,30,0,1,29,Europe
Lebanon,33.8547,35.8623,110,3,1,106,Eastern Mediterranean
Liberia,6.428055,-9.429499,0,0,0,0,Africa
Liechtenstein,47.14,9.55,4,0,1,3,Europe
Lithuania,55.1694,23.8813,12,0,1,11,Europe
Luxembourg,49.8153,6.1296,59,1,0,58,Europe
Madagascar,-18.766947,46.869107,0,0,0,0,Africa
Malaysia,4.210484,101.975766,428,0,42,386,Western Pacific
Maldives,3.2028,73.2207,13,0,0,13,South-East Asia
Malta,35.9375,14.3754,21,0,1,20,Europe
Mauritania,21.0079,-10.9408,1,0,0,1,Africa
Mauritius,-20.348404,57.552152,0,0,0,0,Africa
Mexico,23.6345,-102.5528,53,0,4,49,Americas
Moldova,47.4116,28.3699,23,0,0,23,Europe
Monaco,43.7333,7.4167,2,0,0,2,Europe
Mongolia,46.8625,103.8467,1,0,0,1,Western Pacific
Montenegro,42.708678,19.37439,0,0,0,0,Europe
Morocco,31.7917,-7.0926,28,1,1,26,Eastern Mediterranean
Namibia,-22.9576,18.4904,2,0,0,2,Africa
Nepal,28.1667,84.25,1,0,1,0,South-East Asia
Netherlands,12.5211,-69.9683,2,0,0,2,Europe
Netherlands,12.1696,-68.99,1,0,0,1,Europe
Netherlands,18.0425,-63.0548,0,0,0,0,Europe
Netherlands,52.1326,5.2913,1135,20,0,1115,Europe
New Zealand,-40.9006,174.886,8,0,0,8,Western Pacific
Nicaragua,12.865416,-85.207229,0,0,0,0,Americas
Niger,17.607789,8.081666,0,0,0,0,Africa
Nigeria,9.082,8.6753,2,0,0,2,Africa
North Macedonia,41.6086,21.7453,14,0,1,13,Europe
Norway,60.472,8.4689,1221,3,1,1217,Europe
Oman,21.512583,55.923255,22,0,9,13,Eastern Mediterranean
Pakistan,30.3753,69.3451,136,0,2,134,Eastern Mediterranean
Panama,8.538,-80.7821,43,1,0,42,Americas
Papua New Guinea,-6.314993,143.95555,0,0,0,0,Western Pacific
Paraguay,-23.4425,-58.4438,6,0,0,6,Americas
Peru,-9.19,-75.0152,43,0,0,43,Americas
Philippines,12.879721,121.774017,140,11,2,127,Western Pacific
Poland,51.9194,19.1451,119,3,0,116,Europe
Portugal,39.3999,-8.2245,245,0,2,243,Europe
Qatar,25.3548,51.1839,401,0,4,397,Eastern Mediterranean
Romania,45.9432,24.9668,131,0,9,122,Europe
Russia,61.52401,105.318756,63,0,8,55,Europe
Rwanda,-1.9403,29.8739,1,0,0,1,Africa
Saint Lucia,13.9094,-60.9789,2,0,0,2,Americas
Saint Vincent and the Grenadines,12.9843,-61.2872,1,0,0,1,Americas
San Marino,43.9424,12.4578,101,5,4,92,Europe
Saudi Arabia,23.885942,45.079162,103,0,1,102,Eastern Mediterranean
Senegal,14.4974,-14.4524,24,0,1,23,Africa
Serbia,44.0165,21.0059,48,0,0,48,Europe
Seychelles,-4.6796,55.492,2,0,0,2,Africa
Singapore,1.2833,103.8333,226,0,105,121,Western Pacific
Slovakia,48.669,19.699,54,0,0,54,Europe
Slovenia,46.1512,14.9955,219,1,0,218,Europe
Somalia,5.152149,46.199616,0,0,0,0,Eastern Mediterranean
South Africa,-30.5595,22.9375,51,0,0,51,Africa
Spain,40.463667,-3.74922,7798,289,517,6992,Europe
Sri Lanka,7.873054,80.771797,18,0,1,17,South-East Asia
Sudan,12.8628,30.2176,1,1,0,0,Eastern Mediterranean
Suriname,3.9193,-56.0278,1,0,0,1,Americas
Sweden,60.128161,18.643501,1022,3,0,1019,Europe
Switzerland,46.8182,8.2275,2200,14,4,2182,Europe
Taiwan*,23.7,121,59,1,20,38,Western Pacific
Tanzania,-6.369028,34.888822,0,0,0,0,Africa
Thailand,15.870032,100.992541,114,1,35,78,South-East Asia
Togo,8.6195,0.8248,1,0,0,1,Africa
Trinidad and Tobago,10.6918,-61.2225,2,0,0,2,Americas
Tunisia,33.886917,9.537499,18,0,0,18,Eastern Mediterranean
Turkey,38.9637,35.2433,6,0,0,6,Europe
Uganda,1.373333,32.290275,0,0,0,0,Africa
Ukraine,48.3794,31.1656,3,1,0,2,Europe
United Arab Emirates,23.424076,53.847818,98,0,23,75,Eastern Mediterranean
United Kingdom,32.3078,-64.7505,0,0,0,0,Europe
United Kingdom,19.3133,-81.2546,1,0,0,1,Europe
United Kingdom,49.3723,-2.3644,3,0,0,3,Europe
United Kingdom,36.1408,-5.3536,1,0,1,0,Europe
United Kingdom,54.2361,-4.5481,0,0,0,0,Europe
United Kingdom,16.742498,-62.187366,0,0,0,0,Europe
United Kingdom,55.3781,-3.436,3072,43,18,3011,Europe
Uruguay,-32.5228,-55.7658,8,0,0,8,Americas
US,40,-100,2968,70,12,2886,Americas
Uzbekistan,41.377491,64.585262,1,0,0,1,Europe
Venezuela,6.4238,-66.5897,10,0,0,10,Americas
Vietnam,14.058324,108.277199,56,0,16,40,Western Pacific
Zambia,-13.133897,27.849332,0,0,0,0,Africa
Zimbabwe,-19.015438,29.154857,0,0,0,0,Africa
Dominica,15.415,-61.371,0,0,0,0,Americas
Grenada,12.1165,-61.679,0,0,0,0,Americas
Mozambique,-18.665695,35.529562,0,0,0,0,Africa
Syria,34.802075,38.996815,0,0,0,0,Eastern Mediterranean
Timor-Leste,-8.874217,125.727539,0,0,0,0,South-East Asia
Belize,17.1899,-88.4976,0,0,0,0,Americas
Laos,19.85627,102.495496,0,0,0,0,Western Pacific
Libya,26.3351,17.228331,0,0,0,0,Eastern Mediterranean
West Bank and Gaza,31.9522,35.2332,38,0,0,38,Eastern Mediterranean
Guinea-Bissau,11.8037,-15.1804,0,0,0,0,Africa
Mali,17.570692,-3.996166,0,0,0,0,Africa
Saint Kitts and Nevis,17.357822,-62.782998,0,0,0,0,Americas
Canada,64.8255,-124.8457,0,0,0,0,Americas
Canada,64.2823,-135,0,0,0,0,Americas
Kosovo,42.602636,20.902977,0,0,0,0,Europe
Burma,21.9162,95.956,0,0,0,0,South-East Asia
United Kingdom,18.2206,-63.0686,0,0,0,0,Europe
United Kingdom,18.4207,-64.64,0,0,0,0,Europe
United Kingdom,21.694,-71.7979,0,0,0,0,Europe
Botswana,-22.3285,24.6849,0,0,0,0,Africa
Burundi,-3.3731,29.9189,0,0,0,0,Africa
Sierra Leone,8.460555,-11.779889,0,0,0,0,Africa
Malawi,-13.2543,34.3015,0,0,0,0,Africa
United Kingdom,-51.7963,-59.5236,0,0,0,0,Europe
France,46.8852,-56.3159,0,0,0,0,Europe
South Sudan,6.877,31.307,0,0,0,0,Africa
Western Sahara,24.2155,-12.8858,0,0,0,0,Africa
Sao Tome and Principe,0.1864,6.6131,0,0,0,0,Africa
Yemen,15.552727,48.516388,0,0,0,0,Eastern Mediterranean
Comoros,-11.6455,43.3333,0,0,0,0,Africa
Tajikistan,38.861,71.2761,0,0,0,0,Europe
Lesotho,-29.61,28.2336,0,0,0,0,Africa
Afghanistan,33.93911,67.709953,21,0,1,20,Eastern Mediterranean
Albania,41.1533,20.1683,51,1,0,50,Europe
Algeria,28.0339,1.6596,54,4,12,38,Africa
Andorra,42.5063,1.5218,2,0,1,1,Europe
Angola,-11.2027,17.8739,0,0,0,0,Africa
Antigua and Barbuda,17.0608,-61.7964,1,0,0,1,Americas
Argentina,-38.4161,-63.6167,56,2,1,53,Americas
Armenia,40.0691,45.0382,52,0,0,52,Europe
Australia,-35.4735,149.0124,2,0,0,2,Western Pacific
Australia,-33.8688,151.2093,171,2,4,165,Western Pacific
Australia,-12.4634,130.8456,1,0,0,1,Western Pacific
Australia,-27.4698,153.0251,68,0,8,60,Western Pacific
Australia,-34.9285,138.6007,29,0,3,26,Western Pacific
Australia,-42.8821,147.3272,7,0,0,7,Western Pacific
Australia,-37.8136,144.9631,71,0,8,63,Western Pacific
Australia,-31.9505,115.8605,28,1,0,27,Western Pacific
Austria,47.5162,14.5501,1018,3,6,1009,Europe
Azerbaijan,40.1431,47.5769,28,1,6,21,Europe
Bahamas,25.025885,-78.035889,1,0,0,1,Americas
Bahrain,26.0275,50.55,214,1,77,136,Eastern Mediterranean
Bangladesh,23.685,90.3563,8,0,2,6,South-East Asia
Barbados,13.1939,-59.5432,0,0,0,0,Americas
Belarus,53.7098,27.9534,36,0,3,33,Europe
Belgium,50.8333,4.469936,1058,5,1,1052,Europe
Benin,9.3077,2.3158,1,0,0,1,Africa
Bhutan,27.5142,90.4336,1,0,0,1,South-East Asia
Bolivia,-16.2902,-63.5887,11,0,0,11,Americas
Bosnia and Herzegovina,43.9159,17.6791,25,0,0,25,Europe
Brazil,-14.235,-51.9253,200,0,1,199,Americas
Brunei,4.5353,114.7277,54,0,0,54,Western Pacific
Bulgaria,42.7339,25.4858,52,2,0,50,Europe
Burkina Faso,12.2383,-1.5616,15,0,0,15,Africa
Cabo Verde,16.5388,-23.0418,0,0,0,0,Africa
Cambodia,11.55,104.9167,7,0,1,6,Western Pacific
Cameroon,3.848,11.5021,4,0,0,4,Africa
Canada,53.9333,-116.5765,56,0,0,56,Americas
Canada,53.7267,-127.6476,103,4,0,99,Americas
Canada,53.7609,-98.8139,7,0,0,7,Americas
Canada,46.5653,-66.4619,6,0,0,6,Americas
Canada,53.1355,-57.6604,1,0,0,1,Americas
Canada,44.682,-63.7443,5,0,0,5,Americas
Canada,51.2538,-85.3232,177,0,0,177,Americas
Canada,46.5107,-63.4168,1,0,0,1,Americas
Canada,52.9399,-73.5491,50,0,0,50,Americas
Canada,52.9399,-106.4509,7,0,0,7,Americas
Central African Republic,6.6111,20.9394,1,0,0,1,Africa
Chad,15.4542,18.7322,0,0,0,0,Africa
Chile,-35.6751,-71.543,182,0,0,182,Americas
China,31.8257,117.2264,990,6,984,0,Western Pacific
China,40.1824,116.4142,452,8,360,84,Western Pacific
China,30.0572,107.874,576,6,570,0,Western Pacific
China,26.0789,117.9874,296,1,295,0,Western Pacific
China,35.7518,104.2861,133,2,91,40,Western Pacific
China,23.3417,113.4244,1361,8,1306,47,Western Pacific
China,23.8298,108.7881,252,2,248,2,Western Pacific
China,26.8154,106.8748,146,2,144,0,Western Pacific
China,19.1959,109.7453,168,6,161,1,Western Pacific
China,39.549,116.1306,318,6,0,312,Western Pacific
China,47.862,127.7615,482,13,455,14,Western Pacific
China,37.8957,114.9042,1273,22,0,1251,Western Pacific
China,22.3,114.2,155,4,84,67,Western Pacific
China,30.9756,112.2707,67798,3099,55142,9557,Western Pacific
China,27.6104,111.7088,1018,4,1014,0,Western Pacific
China,44.0935,113.9448,75,1,73,1,Western Pacific
China,32.9711,119.455,631,0,631,0,Western Pacific
China,27.614,115.7221,935,1,934,0,Western Pacific
China,43.6661,126.1923,93,1,92,0,Western Pacific
China,41.2956,122.6085,125,1,115,9,Western Pacific
China,22.1667,113.55,11,0,10,1,Western Pacific
China,37.2692,106.1655,75,0,75,0,Western Pacific
China,35.7452,95.9956,18,0,18,0,Western Pacific
China,35.1917,108.8701,245,2,233,10,Western Pacific
China,36.3427,118.1498,760,7,746,7,Western Pacific
China,31.202,121.4491,355,3,325,27,Western Pacific
China,37.5777,112.2922,133,0,133,0,Western Pacific
China,30.6171,102.7103,539,3,516,20,Western Pacific
China,39.3054,117.323,136,3,133,0,Western Pacific
China,31.6927,88.0924,1,0,1,0,Western Pacific
China,41.1129,85.2401,76,3,73,0,Western Pacific
China,24.974,101.487,176,2,172,2,Western Pacific
China,29.1832,120.0934,1231,1,1216,14,Western Pacific
Colombia,4.5709,-74.2973,57,0,0,57,Americas
Congo (Brazzaville),-0.228,15.8277,1,0,0,1,Africa
Congo (Kinshasa),-4.0383,21.7587,2,0,0,2,Africa
Costa Rica,9.7489,-83.7534,35,0,0,35,Americas
Cote d'Ivoire,7.54,-5.5471,1,0,0,1,Africa
Croatia,45.1,15.2,57,0,2,55,Europe
Cuba,21.521757,-77.781167,4,0,0,4,Americas
Cyprus,35.1264,33.4299,33,0,0,33,Europe
Czechia,49.8175,15.473,298,0,3,295,Europe
Denmark,61.8926,-6.9118,18,0,0,18,Europe
Greenland,71.7069,-42.6043,1,0,0,1,Europe
Denmark,56.2639,9.5018,914,3,1,910,Europe
Djibouti,11.8251,42.5903,0,0,0,0,Eastern Mediterranean
Dominican Republic,18.7357,-70.1627,11,0,0,11,Americas
Ecuador,-1.8312,-78.1834,37,2,0,35,Americas
Egypt,26.820553,30.802498,150,2,27,121,Eastern Mediterranean
El Salvador,13.7942,-88.8965,0,0,0,0,Americas
Equatorial Guinea,1.6508,10.2679,1,0,0,1,Africa
Eritrea,15.1794,39.7823,0,0,0,0,Africa
Estonia,58.5953,25.0136,205,0,1,204,Europe
Eswatini,-26.5225,31.4659,1,0,0,1,Africa
Ethiopia,9.145,40.4897,5,0,0,5,Africa
Fiji,-17.7134,178.065,0,0,0,0,Western Pacific
Finland,61.92411,25.748151,277,0,10,267,Europe
France,3.9339,-53.1258,11,0,0,11,Europe
France,-17.6797,149.4068,3,0,0,3,Europe
France,16.265,-61.551,6,0,0,6,Europe
France,-12.8275,45.166244,1,0,0,1,Europe
France,-20.904305,165.618042,0,0,0,0,Europe
France,-21.1151,55.5364,9,0,0,9,Europe
France,17.9,-62.8333,3,0,0,3,Europe
France,18.0708,-63.0501,2,0,0,2,Europe
France,14.6415,-61.0242,15,1,0,14,Europe
France,46.2276,2.2137,6633,148,12,6473,Europe
Gabon,-0.8037,11.6094,1,0,0,1,Africa
Gambia,13.4432,-15.3101,0,0,0,0,Africa
Georgia,42.3154,43.3569,33,0,1,32,Europe
Germany,51.165691,10.451526,7272,17,67,7188,Europe
Ghana,7.9465,-1.0232,6,0,0,6,Africa
Greece,39.0742,21.8243,331,4,8,319,Europe
Guatemala,15.7835,-90.2308,2,1,0,1,Americas
Guinea,9.9456,-9.6966,1,0,0,1,Africa
Guyana,4.860416,-58.93018,4,1,0,3,Americas
Haiti,18.9712,-72.2852,0,0,0,0,Americas
Holy See,41.9029,12.4534,1,0,0,1,Europe
Honduras,15.2,-86.2419,6,0,0,6,Americas
Hungary,47.1625,19.5033,39,1,1,37,Europe
Iceland,64.9631,-19.0208,180,0,0,180,Europe
India,20.593684,78.96288,119,2,13,104,South-East Asia
Indonesia,-0.7893,113.9213,134,5,8,121,South-East Asia
Iran,32.427908,53.688046,14991,853,4590,9548,Eastern Mediterranean
Iraq,33.223191,43.679291,124,10,26,88,Eastern Mediterranean
Ireland,53.1424,-7.6921,169,2,0,167,Europe
Israel,31.046051,34.851612,218,0,4,214,Europe
Italy,41.87194,12.56738,27980,2158,2749,23073,Europe
Jamaica,18.1096,-77.2975,10,0,2,8,Americas
Japan,36.204824,138.252924,843,30,144,669,Western Pacific
Jordan,31.24,36.51,17,0,1,16,Eastern Mediterranean
Kazakhstan,48.0196,66.9237,10,0,0,10,Europe
Kenya,-0.0236,37.9062,3,0,0,3,Africa
South Korea,35.907757,127.766922,8236,75,1137,7024,Western Pacific
Kuwait,29.31166,47.481766,123,0,9,114,Eastern Mediterranean
Kyrgyzstan,41.20438,74.766098,0,0,0,0,Europe
Latvia,56.8796,24.6032,34,0,1,33,Europe
Lebanon,33.8547,35.8623,110,3,1,106,Eastern Mediterranean
Liberia,6.428055,-9.429499,1,0,0,1,Africa
Liechtenstein,47.14,9.55,4,0,1,3,Europe
Lithuania,55.1694,23.8813,17,0,1,16,Europe
Luxembourg,49.8153,6.1296,77,1,0,76,Europe
Madagascar,-18.766947,46.869107,0,0,0,0,Africa
Malaysia,4.210484,101.975766,566,0,42,524,Western Pacific
Maldives,3.2028,73.2207,13,0,0,13,South-East Asia
Malta,35.9375,14.3754,30,0,2,28,Europe
Mauritania,21.0079,-10.9408,1,0,0,1,Africa
Mauritius,-20.348404,57.552152,0,0,0,0,Africa
Mexico,23.6345,-102.5528,82,0,4,78,Americas
Moldova,47.4116,28.3699,23,0,0,23,Europe
Monaco,43.7333,7.4167,7,0,0,7,Europe
Mongolia,46.8625,103.8467,1,0,0,1,Western Pacific
Montenegro,42.708678,19.37439,0,0,0,0,Europe
Morocco,31.7917,-7.0926,29,1,1,27,Eastern Mediterranean
Namibia,-22.9576,18.4904,2,0,0,2,Africa
Nepal,28.1667,84.25,1,0,1,0,South-East Asia
Netherlands,12.5211,-69.9683,2,0,0,2,Europe
Netherlands,12.1696,-68.99,1,0,0,1,Europe
Netherlands,18.0425,-63.0548,0,0,0,0,Europe
Netherlands,52.1326,5.2913,1413,24,0,1389,Europe
New Zealand,-40.9006,174.886,8,0,0,8,Western Pacific
Nicaragua,12.865416,-85.207229,0,0,0,0,Americas
Niger,17.607789,8.081666,0,0,0,0,Africa
Nigeria,9.082,8.6753,2,0,0,2,Africa
North Macedonia,41.6086,21.7453,18,0,1,17,Europe
Norway,60.472,8.4689,1333,3,1,1329,Europe
Oman,21.512583,55.923255,22,0,9,13,Eastern Mediterranean
Pakistan,30.3753,69.3451,236,0,2,234,Eastern Mediterranean
Panama,8.538,-80.7821,55,1,0,54,Americas
Papua New Guinea,-6.314993,143.95555,0,0,0,0,Western Pacific
Paraguay,-23.4425,-58.4438,8,0,0,8,Americas
Peru,-9.19,-75.0152,86,0,0,86,Americas
Philippines,12.879721,121.774017,142,12,2,128,Western Pacific
Poland,51.9194,19.1451,177,4,13,160,Europe
Portugal,39.3999,-8.2245,331,0,3,328,Europe
Qatar,25.3548,51.1839,439,0,4,435,Eastern Mediterranean
Romania,45.9432,24.9668,158,0,9,149,Europe
Russia,61.52401,105.318756,90,0,8,82,Europe
Rwanda,-1.9403,29.8739,5,0,0,5,Africa
Saint Lucia,13.9094,-60.9789,2,0,0,2,Americas
Saint Vincent and the Grenadines,12.9843,-61.2872,1,0,0,1,Americas
San Marino,43.9424,12.4578,109,7,4,98,Europe
Saudi Arabia,23.885942,45.079162,118,0,2,116,Eastern Mediterranean
Senegal,14.4974,-14.4524,24,0,2,22,Africa
Serbia,44.0165,21.0059,55,0,1,54,Europe
Seychelles,-4.6796,55.492,3,0,0,3,Africa
Singapore,1.2833,103.8333,243,0,109,134,Western Pacific
Slovakia,48.669,19.699,63,0,0,63,Europe
Slovenia,46.1512,14.9955,253,1,0,252,Europe
Somalia,5.152149,46.199616,1,0,0,1,Eastern Mediterranean
South Africa,-30.5595,22.9375,62,0,0,62,Africa
Spain,40.463667,-3.74922,9942,342,530,9070,Europe
Sri Lanka,7.873054,80.771797,28,0,1,27,South-East Asia
Sudan,12.8628,30.2176,1,1,0,0,Eastern Mediterranean
Suriname,3.9193,-56.0278,1,0,0,1,Americas
Sweden,60.128161,18.643501,1103,6,0,1097,Europe
Switzerland,46.8182,8.2275,2200,14,4,2182,Europe
Taiwan*,23.7,121,67,1,20,46,Western Pacific
Tanzania,-6.369028,34.888822,1,0,0,1,Africa
Thailand,15.870032,100.992541,147,1,35,111,South-East Asia
Togo,8.6195,0.8248,1,0,0,1,Africa
Trinidad and Tobago,10.6918,-61.2225,4,0,0,4,Americas
Tunisia,33.886917,9.537499,20,0,0,20,Eastern Mediterranean
Turkey,38.9637,35.2433,18,0,0,18,Europe
Uganda,1.373333,32.290275,0,0,0,0,Africa
Ukraine,48.3794,31.1656,7,1,0,6,Europe
United Arab Emirates,23.424076,53.847818,98,0,23,75,Eastern Mediterranean
United Kingdom,32.3078,-64.7505,0,0,0,0,Europe
United Kingdom,19.3133,-81.2546,1,1,0,0,Europe
United Kingdom,49.3723,-2.3644,6,0,0,6,Europe
United Kingdom,36.1408,-5.3536,1,0,1,0,Europe
United Kingdom,54.2361,-4.5481,0,0,0,0,Europe
United Kingdom,16.742498,-62.187366,0,0,0,0,Europe
United Kingdom,55.3781,-3.436,3684,65,20,3599,Europe
Uruguay,-32.5228,-55.7658,29,0,0,29,Americas
US,40,-100,4360,97,17,4246,Americas
Uzbekistan,41.377491,64.585262,6,0,0,6,Europe
Venezuela,6.4238,-66.5897,17,0,0,17,Americas
Vietnam,14.058324,108.277199,61,0,16,45,Western Pacific
Zambia,-13.133897,27.849332,0,0,0,0,Africa
Zimbabwe,-19.015438,29.154857,0,0,0,0,Africa
Dominica,15.415,-61.371,0,0,0,0,Americas
Grenada,12.1165,-61.679,0,0,0,0,Americas
Mozambique,-18.665695,35.529562,0,0,0,0,Africa
Syria,34.802075,38.996815,0,0,0,0,Eastern Mediterranean
Timor-Leste,-8.874217,125.727539,0,0,0,0,South-East Asia
Belize,17.1899,-88.4976,0,0,0,0,Americas
Laos,19.85627,102.495496,0,0,0,0,Western Pacific
Libya,26.3351,17.228331,0,0,0,0,Eastern Mediterranean
West Bank and Gaza,31.9522,35.2332,38,0,0,38,Eastern Mediterranean
Guinea-Bissau,11.8037,-15.1804,0,0,0,0,Africa
Mali,17.570692,-3.996166,0,0,0,0,Africa
Saint Kitts and Nevis,17.357822,-62.782998,0,0,0,0,Americas
Canada,64.8255,-124.8457,0,0,0,0,Americas
Canada,64.2823,-135,0,0,0,0,Americas
Kosovo,42.602636,20.902977,0,0,0,0,Europe
Burma,21.9162,95.956,0,0,0,0,South-East Asia
United Kingdom,18.2206,-63.0686,0,0,0,0,Europe
United Kingdom,18.4207,-64.64,0,0,0,0,Europe
United Kingdom,21.694,-71.7979,0,0,0,0,Europe
Botswana,-22.3285,24.6849,0,0,0,0,Africa
Burundi,-3.3731,29.9189,0,0,0,0,Africa
Sierra Leone,8.460555,-11.779889,0,0,0,0,Africa
Malawi,-13.2543,34.3015,0,0,0,0,Africa
United Kingdom,-51.7963,-59.5236,0,0,0,0,Europe
France,46.8852,-56.3159,0,0,0,0,Europe
South Sudan,6.877,31.307,0,0,0,0,Africa
Western Sahara,24.2155,-12.8858,0,0,0,0,Africa
Sao Tome and Principe,0.1864,6.6131,0,0,0,0,Africa
Yemen,15.552727,48.516388,0,0,0,0,Eastern Mediterranean
Comoros,-11.6455,43.3333,0,0,0,0,Africa
Tajikistan,38.861,71.2761,0,0,0,0,Europe
Lesotho,-29.61,28.2336,0,0,0,0,Africa
Afghanistan,33.93911,67.709953,22,0,1,21,Eastern Mediterranean
Albania,41.1533,20.1683,55,1,0,54,Europe
Algeria,28.0339,1.6596,60,4,12,44,Africa
Andorra,42.5063,1.5218,39,0,1,38,Europe
Angola,-11.2027,17.8739,0,0,0,0,Africa
Antigua and Barbuda,17.0608,-61.7964,1,0,0,1,Americas
Argentina,-38.4161,-63.6167,68,2,3,63,Americas
Armenia,40.0691,45.0382,78,0,1,77,Europe
Australia,-35.4735,149.0124,2,0,0,2,Western Pacific
Australia,-33.8688,151.2093,210,4,4,202,Western Pacific
Australia,-12.4634,130.8456,1,0,0,1,Western Pacific
Australia,-27.4698,153.0251,78,0,8,70,Western Pacific
Australia,-34.9285,138.6007,29,0,3,26,Western Pacific
Australia,-42.8821,147.3272,7,0,0,7,Western Pacific
Australia,-37.8136,144.9631,94,0,8,86,Western Pacific
Australia,-31.9505,115.8605,31,1,0,30,Western Pacific
Austria,47.5162,14.5501,1332,3,1,1328,Europe
Azerbaijan,40.1431,47.5769,28,1,6,21,Europe
Bahamas,25.025885,-78.035889,1,0,0,1,Americas
Bahrain,26.0275,50.55,228,1,81,146,Eastern Mediterranean
Bangladesh,23.685,90.3563,10,0,3,7,South-East Asia
Barbados,13.1939,-59.5432,2,0,0,2,Americas
Belarus,53.7098,27.9534,36,0,3,33,Europe
Belgium,50.8333,4.469936,1243,10,1,1232,Europe
Benin,9.3077,2.3158,1,0,0,1,Africa
Bhutan,27.5142,90.4336,1,0,0,1,South-East Asia
Bolivia,-16.2902,-63.5887,11,0,0,11,Americas
Bosnia and Herzegovina,43.9159,17.6791,26,0,2,24,Europe
Brazil,-14.235,-51.9253,321,1,2,318,Americas
Brunei,4.5353,114.7277,56,0,0,56,Western Pacific
Bulgaria,42.7339,25.4858,67,2,0,65,Europe
Burkina Faso,12.2383,-1.5616,15,0,0,15,Africa
Cabo Verde,16.5388,-23.0418,0,0,0,0,Africa
Cambodia,11.55,104.9167,33,0,1,32,Western Pacific
Cameroon,3.848,11.5021,10,0,0,10,Africa
Canada,53.9333,-116.5765,74,0,0,74,Americas
Canada,53.7267,-127.6476,103,4,0,99,Americas
Canada,53.7609,-98.8139,8,0,0,8,Americas
Canada,46.5653,-66.4619,8,0,0,8,Americas
Canada,53.1355,-57.6604,3,0,0,3,Americas
Canada,44.682,-63.7443,7,0,0,7,Americas
Canada,51.2538,-85.3232,185,1,0,184,Americas
Canada,46.5107,-63.4168,1,0,0,1,Americas
Canada,52.9399,-73.5491,74,0,0,74,Americas
Canada,52.9399,-106.4509,7,0,0,7,Americas
Central African Republic,6.6111,20.9394,1,0,0,1,Africa
Chad,15.4542,18.7322,0,0,0,0,Africa
Chile,-35.6751,-71.543,228,0,0,228,Americas
China,31.8257,117.2264,990,6,984,0,Western Pacific
China,40.1824,116.4142,456,8,369,79,Western Pacific
China,30.0572,107.874,576,6,570,0,Western Pacific
China,26.0789,117.9874,296,1,295,0,Western Pacific
China,35.7518,104.2861,133,2,91,40,Western Pacific
China,23.3417,113.4244,1364,8,1307,49,Western Pacific
China,23.8298,108.7881,253,2,248,3,Western Pacific
China,26.8154,106.8748,147,2,144,1,Western Pacific
China,19.1959,109.7453,168,6,161,1,Western Pacific
China,39.549,116.1306,318,6,0,312,Western Pacific
China,47.862,127.7615,482,13,456,13,Western Pacific
China,37.8957,114.9042,1273,22,0,1251,Western Pacific
China,22.3,114.2,162,4,88,70,Western Pacific
China,30.9756,112.2707,67799,3111,56003,8685,Western Pacific
China,27.6104,111.7088,1018,4,1014,0,Western Pacific
China,44.0935,113.9448,75,1,73,1,Western Pacific
China,32.9711,119.455,631,0,631,0,Western Pacific
China,27.614,115.7221,935,1,934,0,Western Pacific
China,43.6661,126.1923,93,1,92,0,Western Pacific
China,41.2956,122.6085,125,1,120,4,Western Pacific
China,22.1667,113.55,12,0,10,2,Western Pacific
China,37.2692,106.1655,75,0,75,0,Western Pacific
China,35.7452,95.9956,18,0,18,0,Western Pacific
China,35.1917,108.8701,246,3,236,7,Western Pacific
China,36.3427,118.1498,761,7,746,8,Western Pacific
China,31.202,121.4491,358,3,325,30,Western Pacific
China,37.5777,112.2922,133,0,133,0,Western Pacific
China,30.6171,102.7103,540,3,520,17,Western Pacific
China,39.3054,117.323,136,3,133,0,Western Pacific
China,31.6927,88.0924,1,0,1,0,Western Pacific
China,41.1129,85.2401,76,3,73,0,Western Pacific
China,24.974,101.487,176,2,172,2,Western Pacific
China,29.1832,120.0934,1232,1,1216,15,Western Pacific
Colombia,4.5709,-74.2973,75,0,1,74,Americas
Congo (Brazzaville),-0.228,15.8277,1,0,0,1,Africa
Congo (Kinshasa),-4.0383,21.7587,3,0,0,3,Africa
Costa Rica,9.7489,-83.7534,41,0,0,41,Americas
Cote d'Ivoire,7.54,-5.5471,5,0,1,4,Africa
Croatia,45.1,15.2,65,0,4,61,Europe
Cuba,21.521757,-77.781167,5,0,0,5,Americas
Cyprus,35.1264,33.4299,46,0,0,46,Europe
Czechia,49.8175,15.473,396,0,3,393,Europe
Denmark,61.8926,-6.9118,47,0,0,47,Europe
Greenland,71.7069,-42.6043,1,0,0,1,Europe
Denmark,56.2639,9.5018,977,4,1,972,Europe
Djibouti,11.8251,42.5903,0,0,0,0,Eastern Mediterranean
Dominican Republic,18.7357,-70.1627,21,1,0,20,Americas
Ecuador,-1.8312,-78.1834,58,2,0,56,Americas
Egypt,26.820553,30.802498,196,4,32,160,Eastern Mediterranean
El Salvador,13.7942,-88.8965,0,0,0,0,Americas
Equatorial Guinea,1.6508,10.2679,1,0,0,1,Africa
Eritrea,15.1794,39.7823,0,0,0,0,Africa
Estonia,58.5953,25.0136,225,0,1,224,Europe
